_time;_value;_field;_time;_value;_field
2022-03-03T18:52:37Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:09Z;0.47;Accelerazione_Media_SX
2022-03-03T18:52:37.4Z;1.18;Accelerazione_Media_DX;2022-03-03T18:53:09.3Z;0.46;Accelerazione_Media_SX
2022-03-03T18:52:37.7Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:09.5Z;0.46;Accelerazione_Media_SX
2022-03-03T18:52:40.8Z;1.19;Accelerazione_Media_DX;2022-03-03T18:53:09.7Z;0.45;Accelerazione_Media_SX
2022-03-03T18:52:41Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:10Z;0.45;Accelerazione_Media_SX
2022-03-03T18:52:41.3Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:10.2Z;0.46;Accelerazione_Media_SX
2022-03-03T18:52:41.5Z;1.18;Accelerazione_Media_DX;2022-03-03T18:53:10.4Z;0.47;Accelerazione_Media_SX
2022-03-03T18:52:41.8Z;1.18;Accelerazione_Media_DX;2022-03-03T18:53:10.7Z;0.46;Accelerazione_Media_SX
2022-03-03T18:52:42Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:11Z;0.45;Accelerazione_Media_SX
2022-03-03T18:52:42.2Z;1.18;Accelerazione_Media_DX;2022-03-03T18:53:11.2Z;0.44;Accelerazione_Media_SX
2022-03-03T18:52:42.5Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:11.8Z;0.45;Accelerazione_Media_SX
2022-03-03T18:52:42.7Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:12.3Z;0.46;Accelerazione_Media_SX
2022-03-03T18:52:43Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:13Z;0.47;Accelerazione_Media_SX
2022-03-03T18:52:43.2Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:13.3Z;0.45;Accelerazione_Media_SX
2022-03-03T18:52:43.4Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:13.5Z;0.45;Accelerazione_Media_SX
2022-03-03T18:52:43.7Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:13.8Z;0.44;Accelerazione_Media_SX
2022-03-03T18:52:46.8Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:14Z;0.43;Accelerazione_Media_SX
2022-03-03T18:52:49.8Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:14.3Z;0.44;Accelerazione_Media_SX
2022-03-03T18:52:50.1Z;1.18;Accelerazione_Media_DX;2022-03-03T18:53:14.5Z;0.44;Accelerazione_Media_SX
2022-03-03T18:52:50.3Z;1.19;Accelerazione_Media_DX;2022-03-03T18:53:14.7Z;0.46;Accelerazione_Media_SX
2022-03-03T18:52:50.5Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:14.9Z;0.47;Accelerazione_Media_SX
2022-03-03T18:52:50.8Z;1.18;Accelerazione_Media_DX;2022-03-03T18:53:15.2Z;0.48;Accelerazione_Media_SX
2022-03-03T18:52:51Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:15.4Z;0.46;Accelerazione_Media_SX
2022-03-03T18:52:51.2Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:15.6Z;0.45;Accelerazione_Media_SX
2022-03-03T18:52:57.3Z;1.18;Accelerazione_Media_DX;2022-03-03T18:53:15.9Z;0.45;Accelerazione_Media_SX
2022-03-03T18:52:57.5Z;1.15;Accelerazione_Media_DX;2022-03-03T18:53:16.1Z;0.45;Accelerazione_Media_SX
2022-03-03T18:52:57.8Z;1.18;Accelerazione_Media_DX;2022-03-03T18:53:16.3Z;0.45;Accelerazione_Media_SX
2022-03-03T18:52:58Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:16.6Z;0.45;Accelerazione_Media_SX
2022-03-03T18:52:58.3Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:16.8Z;0.46;Accelerazione_Media_SX
2022-03-03T18:52:58.5Z;1.18;Accelerazione_Media_DX;2022-03-03T18:53:17.1Z;0.46;Accelerazione_Media_SX
2022-03-03T18:52:59.8Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:17.3Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:00Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:17.8Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:01.4Z;1.18;Accelerazione_Media_DX;2022-03-03T18:53:18Z;0.47;Accelerazione_Media_SX
2022-03-03T18:53:01.6Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:20.8Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:03.9Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:21.1Z;0.47;Accelerazione_Media_SX
2022-03-03T18:53:04.1Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:24Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:04.3Z;1.19;Accelerazione_Media_DX;2022-03-03T18:53:24.2Z;0.47;Accelerazione_Media_SX
2022-03-03T18:53:04.6Z;1.15;Accelerazione_Media_DX;2022-03-03T18:53:24.5Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:04.8Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:24.8Z;0.44;Accelerazione_Media_SX
2022-03-03T18:53:05Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:25Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:05.3Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:25.3Z;0.44;Accelerazione_Media_SX
2022-03-03T18:53:05.5Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:25.5Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:05.7Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:25.7Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:06Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:26Z;0.44;Accelerazione_Media_SX
2022-03-03T18:53:06.2Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:26.2Z;0.47;Accelerazione_Media_SX
2022-03-03T18:53:06.5Z;1.15;Accelerazione_Media_DX;2022-03-03T18:53:26.4Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:06.7Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:26.7Z;0.47;Accelerazione_Media_SX
2022-03-03T18:53:06.9Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:26.9Z;0.47;Accelerazione_Media_SX
2022-03-03T18:53:07.2Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:27.1Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:07.5Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:27.4Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:07.7Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:27.6Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:07.9Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:27.9Z;0.47;Accelerazione_Media_SX
2022-03-03T18:53:10.8Z;1.15;Accelerazione_Media_DX;2022-03-03T18:53:28.1Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:11Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:28.3Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:11.3Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:28.6Z;0.47;Accelerazione_Media_SX
2022-03-03T18:53:11.6Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:28.8Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:12.1Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:29Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:12.4Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:29.3Z;0.47;Accelerazione_Media_SX
2022-03-03T18:53:12.6Z;1.15;Accelerazione_Media_DX;2022-03-03T18:53:29.5Z;0.47;Accelerazione_Media_SX
2022-03-03T18:53:12.9Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:29.8Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:13.1Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:30Z;0.44;Accelerazione_Media_SX
2022-03-03T18:53:16.3Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:30.2Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:16.6Z;1.15;Accelerazione_Media_DX;2022-03-03T18:53:33.3Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:17.9Z;1.15;Accelerazione_Media_DX;2022-03-03T18:53:44.2Z;0.44;Accelerazione_Media_SX
2022-03-03T18:53:18.2Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:47Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:21.4Z;1.15;Accelerazione_Media_DX;2022-03-03T18:53:47.3Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:21.6Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:47.8Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:21.8Z;1.18;Accelerazione_Media_DX;2022-03-03T18:53:48Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:22.1Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:48.3Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:22.3Z;1.18;Accelerazione_Media_DX;2022-03-03T18:53:48.5Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:23Z;1.18;Accelerazione_Media_DX;2022-03-03T18:53:48.8Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:23.2Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:49Z;0.44;Accelerazione_Media_SX
2022-03-03T18:53:23.4Z;1.18;Accelerazione_Media_DX;2022-03-03T18:53:49.2Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:23.6Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:49.5Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:23.9Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:49.7Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:24.1Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:49.9Z;0.44;Accelerazione_Media_SX
2022-03-03T18:53:24.4Z;1.19;Accelerazione_Media_DX;2022-03-03T18:53:50.2Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:24.6Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:50.4Z;0.44;Accelerazione_Media_SX
2022-03-03T18:53:24.9Z;1.17;Accelerazione_Media_DX;2022-03-03T18:53:53.4Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:25.1Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:56.4Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:25.4Z;1.15;Accelerazione_Media_DX;2022-03-03T18:53:59.5Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:25.6Z;1.16;Accelerazione_Media_DX;2022-03-03T18:53:59.8Z;0.43;Accelerazione_Media_SX
2022-03-03T18:53:25.8Z;1.16;Accelerazione_Media_DX;2022-03-03T18:54:00.3Z;0.47;Accelerazione_Media_SX
2022-03-03T18:53:26.1Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:03.4Z;0.43;Accelerazione_Media_SX
2022-03-03T18:53:26.3Z;1.16;Accelerazione_Media_DX;2022-03-03T18:54:03.6Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:29.4Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:03.8Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:29.7Z;1.16;Accelerazione_Media_DX;2022-03-03T18:54:04.3Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:31Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:04.5Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:31.3Z;1.18;Accelerazione_Media_DX;2022-03-03T18:54:04.8Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:43.3Z;1.18;Accelerazione_Media_DX;2022-03-03T18:54:05Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:46.4Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:05.2Z;0.43;Accelerazione_Media_SX
2022-03-03T18:53:46.7Z;1.16;Accelerazione_Media_DX;2022-03-03T18:54:05.4Z;0.48;Accelerazione_Media_SX
2022-03-03T18:53:47.9Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:05.7Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:48.2Z;1.16;Accelerazione_Media_DX;2022-03-03T18:54:05.9Z;0.42;Accelerazione_Media_SX
2022-03-03T18:53:48.4Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:06.2Z;0.46;Accelerazione_Media_SX
2022-03-03T18:53:48.7Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:06.4Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:48.9Z;1.16;Accelerazione_Media_DX;2022-03-03T18:54:06.6Z;0.42;Accelerazione_Media_SX
2022-03-03T18:53:51.8Z;1.18;Accelerazione_Media_DX;2022-03-03T18:54:16Z;1.31;Accelerazione_Media_SX
2022-03-03T18:53:52Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:19Z;0.45;Accelerazione_Media_SX
2022-03-03T18:53:52.2Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:19.3Z;2.25;Accelerazione_Media_SX
2022-03-03T18:53:52.4Z;1.15;Accelerazione_Media_DX;2022-03-03T18:54:22.5Z;0.94;Accelerazione_Media_SX
2022-03-03T18:53:52.7Z;1.16;Accelerazione_Media_DX;2022-03-03T18:54:22.8Z;0.55;Accelerazione_Media_SX
2022-03-03T18:53:52.9Z;1.16;Accelerazione_Media_DX;2022-03-03T18:54:23Z;0.26;Accelerazione_Media_SX
2022-03-03T18:53:53.1Z;1.16;Accelerazione_Media_DX;2022-03-03T18:54:23.2Z;0.37;Accelerazione_Media_SX
2022-03-03T18:53:53.4Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:23.5Z;0.69;Accelerazione_Media_SX
2022-03-03T18:53:53.6Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:23.7Z;2.56;Accelerazione_Media_SX
2022-03-03T18:53:59.3Z;1.14;Accelerazione_Media_DX;2022-03-03T18:54:24Z;1.43;Accelerazione_Media_SX
2022-03-03T18:54:02.3Z;1.2;Accelerazione_Media_DX;2022-03-03T18:54:24.5Z;-2.24;Accelerazione_Media_SX
2022-03-03T18:54:02.5Z;1.18;Accelerazione_Media_DX;2022-03-03T18:54:24.8Z;0.6;Accelerazione_Media_SX
2022-03-03T18:54:02.8Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:25Z;0.45;Accelerazione_Media_SX
2022-03-03T18:54:03Z;1.18;Accelerazione_Media_DX;2022-03-03T18:54:25.3Z;0.36;Accelerazione_Media_SX
2022-03-03T18:54:03.2Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:25.5Z;0.39;Accelerazione_Media_SX
2022-03-03T18:54:03.5Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:25.7Z;0.56;Accelerazione_Media_SX
2022-03-03T18:54:03.7Z;1.15;Accelerazione_Media_DX;2022-03-03T18:54:25.9Z;0.55;Accelerazione_Media_SX
2022-03-03T18:54:03.9Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:26.2Z;-0.91;Accelerazione_Media_SX
2022-03-03T18:54:06.8Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:26.4Z;-2.12;Accelerazione_Media_SX
2022-03-03T18:54:07Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:26.9Z;1.45;Accelerazione_Media_SX
2022-03-03T18:54:07.2Z;1.19;Accelerazione_Media_DX;2022-03-03T18:54:27.2Z;0.36;Accelerazione_Media_SX
2022-03-03T18:54:07.5Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:27.4Z;0.81;Accelerazione_Media_SX
2022-03-03T18:54:07.7Z;1.2;Accelerazione_Media_DX;2022-03-03T18:54:27.7Z;0.5;Accelerazione_Media_SX
2022-03-03T18:54:07.9Z;1.37;Accelerazione_Media_DX;2022-03-03T18:54:27.9Z;0.54;Accelerazione_Media_SX
2022-03-03T18:54:08.2Z;2.19;Accelerazione_Media_DX;2022-03-03T18:54:28.2Z;2.43;Accelerazione_Media_SX
2022-03-03T18:54:08.4Z;-1.32;Accelerazione_Media_DX;2022-03-03T18:54:28.4Z;0.81;Accelerazione_Media_SX
2022-03-03T18:54:08.6Z;1.18;Accelerazione_Media_DX;2022-03-03T18:54:28.7Z;-1.39;Accelerazione_Media_SX
2022-03-03T18:54:08.9Z;0.84;Accelerazione_Media_DX;2022-03-03T18:54:30Z;0.74;Accelerazione_Media_SX
2022-03-03T18:54:09.1Z;1.08;Accelerazione_Media_DX;2022-03-03T18:54:30.2Z;0.34;Accelerazione_Media_SX
2022-03-03T18:54:09.3Z;0.87;Accelerazione_Media_DX;2022-03-03T18:54:30.4Z;-5.24;Accelerazione_Media_SX
2022-03-03T18:54:12.3Z;1.17;Accelerazione_Media_DX;2022-03-03T18:54:35.4Z;2.15;Accelerazione_Media_SX
2022-03-03T18:54:15.3Z;1.18;Accelerazione_Media_DX;2022-03-03T18:54:38.4Z;0.57;Accelerazione_Media_SX
2022-03-03T18:54:21.3Z;1.11;Accelerazione_Media_DX;2022-03-03T18:54:38.8Z;-0.35;Accelerazione_Media_SX
2022-03-03T18:54:24.4Z;-3.21;Accelerazione_Media_DX;2022-03-03T18:54:39.1Z;0.19;Accelerazione_Media_SX
2022-03-03T18:54:24.7Z;2.13;Accelerazione_Media_DX;2022-03-03T18:54:42.1Z;0.25;Accelerazione_Media_SX
2022-03-03T18:54:24.9Z;1.16;Accelerazione_Media_DX;2022-03-03T18:54:42.3Z;-2.77;Accelerazione_Media_SX
2022-03-03T18:54:25.2Z;1.22;Accelerazione_Media_DX;2022-03-03T18:54:42.6Z;0.58;Accelerazione_Media_SX
2022-03-03T18:54:25.4Z;1.24;Accelerazione_Media_DX;2022-03-03T18:54:43.1Z;0.78;Accelerazione_Media_SX
2022-03-03T18:54:25.6Z;1.18;Accelerazione_Media_DX;2022-03-03T18:54:48.9Z;0.43;Accelerazione_Media_SX
2022-03-03T18:54:25.8Z;1;Accelerazione_Media_DX;2022-03-03T18:54:52.4Z;0.33;Accelerazione_Media_SX
2022-03-03T18:54:26.1Z;0.84;Accelerazione_Media_DX;2022-03-03T18:54:52.6Z;0.52;Accelerazione_Media_SX
2022-03-03T18:54:26.3Z;-1.97;Accelerazione_Media_DX;2022-03-03T18:54:55Z;0.36;Accelerazione_Media_SX
2022-03-03T18:54:26.6Z;2.06;Accelerazione_Media_DX;2022-03-03T18:54:55.2Z;0.48;Accelerazione_Media_SX
2022-03-03T18:54:26.8Z;3.47;Accelerazione_Media_DX;2022-03-03T18:54:55.5Z;0.54;Accelerazione_Media_SX
2022-03-03T18:54:27Z;1.93;Accelerazione_Media_DX;2022-03-03T18:54:55.7Z;0.45;Accelerazione_Media_SX
2022-03-03T18:54:27.3Z;0.92;Accelerazione_Media_DX;2022-03-03T18:54:58.5Z;0.54;Accelerazione_Media_SX
2022-03-03T18:54:27.5Z;1.04;Accelerazione_Media_DX;2022-03-03T18:54:58.8Z;0.5;Accelerazione_Media_SX
2022-03-03T18:54:27.8Z;1.08;Accelerazione_Media_DX;2022-03-03T18:54:59Z;0.52;Accelerazione_Media_SX
2022-03-03T18:54:28Z;3.93;Accelerazione_Media_DX;2022-03-03T18:54:59.2Z;0.41;Accelerazione_Media_SX
2022-03-03T18:54:28.3Z;2.36;Accelerazione_Media_DX;2022-03-03T18:55:02Z;0.45;Accelerazione_Media_SX
2022-03-03T18:54:28.5Z;1.06;Accelerazione_Media_DX;2022-03-03T18:55:02.3Z;0.47;Accelerazione_Media_SX
2022-03-03T18:54:28.8Z;-3.82;Accelerazione_Media_DX;2022-03-03T18:55:02.5Z;0.43;Accelerazione_Media_SX
2022-03-03T18:54:29Z;1.94;Accelerazione_Media_DX;2022-03-03T18:55:02.8Z;0.1;Accelerazione_Media_SX
2022-03-03T18:54:29.3Z;1;Accelerazione_Media_DX;2022-03-03T18:55:03Z;0.05;Accelerazione_Media_SX
2022-03-03T18:54:29.5Z;0.91;Accelerazione_Media_DX;2022-03-03T18:55:03.2Z;0.85;Accelerazione_Media_SX
2022-03-03T18:54:30.8Z;1.07;Accelerazione_Media_DX;2022-03-03T18:55:03.4Z;3.13;Accelerazione_Media_SX
2022-03-03T18:54:31.1Z;3.98;Accelerazione_Media_DX;2022-03-03T18:55:04Z;-3.91;Accelerazione_Media_SX
2022-03-03T18:54:31.3Z;1.59;Accelerazione_Media_DX;2022-03-03T18:55:04.2Z;0.38;Accelerazione_Media_SX
2022-03-03T18:54:31.6Z;0.85;Accelerazione_Media_DX;2022-03-03T18:55:04.5Z;0.38;Accelerazione_Media_SX
2022-03-03T18:54:31.8Z;1.15;Accelerazione_Media_DX;2022-03-03T18:55:04.7Z;0.36;Accelerazione_Media_SX
2022-03-03T18:54:32Z;1.02;Accelerazione_Media_DX;2022-03-03T18:55:04.9Z;0.37;Accelerazione_Media_SX
2022-03-03T18:54:37.8Z;1.08;Accelerazione_Media_DX;2022-03-03T18:55:05.2Z;0.11;Accelerazione_Media_SX
2022-03-03T18:54:38.4Z;5.37;Accelerazione_Media_DX;2022-03-03T18:55:05.4Z;7.26;Accelerazione_Media_SX
2022-03-03T18:54:38.7Z;2.59;Accelerazione_Media_DX;2022-03-03T18:55:05.7Z;-1;Accelerazione_Media_SX
2022-03-03T18:54:38.9Z;1.61;Accelerazione_Media_DX;2022-03-03T18:55:06Z;0.81;Accelerazione_Media_SX
2022-03-03T18:54:39.2Z;1.14;Accelerazione_Media_DX;2022-03-03T18:55:06.2Z;0.93;Accelerazione_Media_SX
2022-03-03T18:54:39.4Z;1.18;Accelerazione_Media_DX;2022-03-03T18:55:06.4Z;0.12;Accelerazione_Media_SX
2022-03-03T18:54:39.7Z;1.17;Accelerazione_Media_DX;2022-03-03T18:55:06.7Z;0.66;Accelerazione_Media_SX
2022-03-03T18:54:39.9Z;1.17;Accelerazione_Media_DX;2022-03-03T18:55:06.9Z;0.38;Accelerazione_Media_SX
2022-03-03T18:54:40.1Z;1.14;Accelerazione_Media_DX;2022-03-03T18:55:07.2Z;0.79;Accelerazione_Media_SX
2022-03-03T18:54:40.4Z;1.14;Accelerazione_Media_DX;2022-03-03T18:55:07.4Z;0.85;Accelerazione_Media_SX
2022-03-03T18:54:40.6Z;1.14;Accelerazione_Media_DX;2022-03-03T18:55:07.6Z;0.88;Accelerazione_Media_SX
2022-03-03T18:54:40.9Z;1.2;Accelerazione_Media_DX;2022-03-03T18:55:07.8Z;0.82;Accelerazione_Media_SX
2022-03-03T18:54:41.1Z;1.09;Accelerazione_Media_DX;2022-03-03T18:55:08.1Z;0.34;Accelerazione_Media_SX
2022-03-03T18:54:41.3Z;1.17;Accelerazione_Media_DX;2022-03-03T18:55:08.3Z;0.45;Accelerazione_Media_SX
2022-03-03T18:54:41.5Z;4.23;Accelerazione_Media_DX;2022-03-03T18:55:08.5Z;0.5;Accelerazione_Media_SX
2022-03-03T18:54:41.8Z;2.14;Accelerazione_Media_DX;2022-03-03T18:55:08.8Z;0.47;Accelerazione_Media_SX
2022-03-03T18:54:42Z;0.96;Accelerazione_Media_DX;2022-03-03T18:55:09Z;0.46;Accelerazione_Media_SX
2022-03-03T18:54:42.3Z;-3.51;Accelerazione_Media_DX;2022-03-03T18:55:09.3Z;0.43;Accelerazione_Media_SX
2022-03-03T18:54:42.5Z;1.57;Accelerazione_Media_DX;2022-03-03T18:55:09.5Z;0.41;Accelerazione_Media_SX
2022-03-03T18:54:47.8Z;0.67;Accelerazione_Media_DX;2022-03-03T18:55:12.4Z;0.45;Accelerazione_Media_SX
2022-03-03T18:54:53.1Z;0.69;Accelerazione_Media_DX;2022-03-03T18:55:12.7Z;0.43;Accelerazione_Media_SX
2022-03-03T18:54:53.3Z;1.07;Accelerazione_Media_DX;2022-03-03T18:55:12.9Z;0.44;Accelerazione_Media_SX
2022-03-03T18:54:53.6Z;-3.91;Accelerazione_Media_DX;2022-03-03T18:55:13.1Z;0.46;Accelerazione_Media_SX
2022-03-03T18:54:56.8Z;1.89;Accelerazione_Media_DX;2022-03-03T18:55:13.4Z;0.44;Accelerazione_Media_SX
2022-03-03T18:54:57.1Z;0.67;Accelerazione_Media_DX;2022-03-03T18:55:13.7Z;0.46;Accelerazione_Media_SX
2022-03-03T18:54:57.3Z;1.38;Accelerazione_Media_DX;2022-03-03T18:55:13.9Z;0.45;Accelerazione_Media_SX
2022-03-03T18:54:57.6Z;1.1;Accelerazione_Media_DX;2022-03-03T18:55:14.5Z;0.44;Accelerazione_Media_SX
2022-03-03T18:54:57.8Z;1.1;Accelerazione_Media_DX;2022-03-03T18:55:14.7Z;0.46;Accelerazione_Media_SX
2022-03-03T18:54:58Z;1.18;Accelerazione_Media_DX;2022-03-03T18:55:15Z;0.44;Accelerazione_Media_SX
2022-03-03T18:54:58.2Z;1.25;Accelerazione_Media_DX;2022-03-03T18:55:15.2Z;0.44;Accelerazione_Media_SX
2022-03-03T18:54:58.5Z;1.19;Accelerazione_Media_DX;2022-03-03T18:55:15.5Z;0.47;Accelerazione_Media_SX
2022-03-03T18:54:58.7Z;1.13;Accelerazione_Media_DX;2022-03-03T18:55:15.7Z;0.46;Accelerazione_Media_SX
2022-03-03T18:55:04Z;-1.96;Accelerazione_Media_DX;2022-03-03T18:55:16Z;0.45;Accelerazione_Media_SX
2022-03-03T18:55:04.2Z;1.63;Accelerazione_Media_DX;2022-03-03T18:55:16.5Z;0.44;Accelerazione_Media_SX
2022-03-03T18:55:04.5Z;0.96;Accelerazione_Media_DX;2022-03-03T18:55:19.4Z;0.45;Accelerazione_Media_SX
2022-03-03T18:55:04.7Z;1.29;Accelerazione_Media_DX;2022-03-03T18:55:19.6Z;0.44;Accelerazione_Media_SX
2022-03-03T18:55:05Z;1.01;Accelerazione_Media_DX;2022-03-03T18:55:19.8Z;0.45;Accelerazione_Media_SX
2022-03-03T18:55:05.2Z;1.41;Accelerazione_Media_DX;2022-03-03T18:55:20.2Z;0.46;Accelerazione_Media_SX
2022-03-03T18:55:05.4Z;0.69;Accelerazione_Media_DX;2022-03-03T18:55:20.5Z;0.44;Accelerazione_Media_SX
2022-03-03T18:55:05.7Z;0.87;Accelerazione_Media_DX;2022-03-03T18:55:23.6Z;0.46;Accelerazione_Media_SX
2022-03-03T18:55:05.9Z;1.48;Accelerazione_Media_DX;2022-03-03T18:55:26.5Z;0.44;Accelerazione_Media_SX
2022-03-03T18:55:06.2Z;1.21;Accelerazione_Media_DX;2022-03-03T18:55:31.8Z;0.46;Accelerazione_Media_SX
2022-03-03T18:55:06.4Z;1.29;Accelerazione_Media_DX;2022-03-03T18:55:32.1Z;0.45;Accelerazione_Media_SX
2022-03-03T18:55:06.7Z;1.29;Accelerazione_Media_DX;2022-03-03T18:55:32.3Z;0.44;Accelerazione_Media_SX
2022-03-03T18:55:06.9Z;1.18;Accelerazione_Media_DX;2022-03-03T18:55:32.6Z;0.47;Accelerazione_Media_SX
2022-03-03T18:55:07.1Z;0.49;Accelerazione_Media_DX;2022-03-03T18:55:32.8Z;0.46;Accelerazione_Media_SX
2022-03-03T18:55:07.8Z;1.31;Accelerazione_Media_DX;2022-03-03T18:55:33.1Z;0.45;Accelerazione_Media_SX
2022-03-03T18:55:08Z;1.19;Accelerazione_Media_DX;2022-03-03T18:55:33.3Z;0.44;Accelerazione_Media_SX
2022-03-03T18:55:08.3Z;1.22;Accelerazione_Media_DX;2022-03-03T18:55:33.5Z;0.46;Accelerazione_Media_SX
