_time;_value;host;_time;_value;host
2022-02-21T18:04:52.6Z;2,03;Accelerometro_DX;2022-02-21T18:04:01.6Z;3,22;Accelerometro_SX
2022-02-21T18:04:53Z;2,04;Accelerometro_DX;2022-02-21T18:04:02.1Z;3,23;Accelerometro_SX
2022-02-21T18:04:53.5Z;2,04;Accelerometro_DX;2022-02-21T18:04:02.9Z;3,23;Accelerometro_SX
2022-02-21T18:04:53.9Z;2,04;Accelerometro_DX;2022-02-21T18:04:03.4Z;3,23;Accelerometro_SX
2022-02-21T18:04:54.6Z;2,04;Accelerometro_DX;2022-02-21T18:04:03.8Z;3,23;Accelerometro_SX
2022-02-21T18:04:55Z;2,04;Accelerometro_DX;2022-02-21T18:04:04.2Z;3,23;Accelerometro_SX
2022-02-21T18:04:55.5Z;2,04;Accelerometro_DX;2022-02-21T18:04:04.7Z;3,23;Accelerometro_SX
2022-02-21T18:04:55.9Z;2,04;Accelerometro_DX;2022-02-21T18:04:05.1Z;3,24;Accelerometro_SX
2022-02-21T18:04:56.3Z;2,04;Accelerometro_DX;2022-02-21T18:04:05.5Z;3,23;Accelerometro_SX
2022-02-21T18:04:59.6Z;2,04;Accelerometro_DX;2022-02-21T18:04:06Z;3,23;Accelerometro_SX
2022-02-21T18:05:00Z;2,07;Accelerometro_DX;2022-02-21T18:04:06.4Z;3,24;Accelerometro_SX
2022-02-21T18:05:00.8Z;2,08;Accelerometro_DX;2022-02-21T18:04:06.8Z;3,24;Accelerometro_SX
2022-02-21T18:05:05.1Z;2,07;Accelerometro_DX;2022-02-21T18:04:07.4Z;3,23;Accelerometro_SX
2022-02-21T18:05:08.1Z;2,16;Accelerometro_DX;2022-02-21T18:04:07.9Z;3,23;Accelerometro_SX
2022-02-21T18:05:11.1Z;2,34;Accelerometro_DX;2022-02-21T18:04:08.3Z;3,24;Accelerometro_SX
2022-02-21T18:05:11.5Z;2,52;Accelerometro_DX;2022-02-21T18:04:08.7Z;3,24;Accelerometro_SX
2022-02-21T18:05:11.9Z;2,93;Accelerometro_DX;2022-02-21T18:04:09.2Z;3,24;Accelerometro_SX
2022-02-21T18:05:15.1Z;3,79;Accelerometro_DX;2022-02-21T18:04:09.6Z;3,24;Accelerometro_SX
2022-02-21T18:05:18.1Z;2,05;Accelerometro_DX;2022-02-21T18:04:10Z;3,24;Accelerometro_SX
2022-02-21T18:05:21.1Z;2,67;Accelerometro_DX;2022-02-21T18:04:13.2Z;3,24;Accelerometro_SX
2022-02-21T18:05:24.3Z;3,12;Accelerometro_DX;2022-02-21T18:04:16.2Z;3,24;Accelerometro_SX
2022-02-21T18:05:24.7Z;2,97;Accelerometro_DX;2022-02-21T18:04:19.7Z;3,24;Accelerometro_SX
2022-02-21T18:05:25.8Z;2,13;Accelerometro_DX;2022-02-21T18:04:20.1Z;3,25;Accelerometro_SX
2022-02-21T18:05:26.2Z;2,17;Accelerometro_DX;2022-02-21T18:04:20.6Z;3,25;Accelerometro_SX
2022-02-21T18:05:26.6Z;2,44;Accelerometro_DX;2022-02-21T18:04:21.3Z;3,25;Accelerometro_SX
2022-02-21T18:05:27Z;2,27;Accelerometro_DX;2022-02-21T18:04:24.7Z;3,25;Accelerometro_SX
2022-02-21T18:05:30.1Z;2,73;Accelerometro_DX;2022-02-21T18:04:25.1Z;3,26;Accelerometro_SX
2022-02-21T18:05:30.5Z;2,87;Accelerometro_DX;2022-02-21T18:04:25.9Z;3,26;Accelerometro_SX
2022-02-21T18:05:31.2Z;3,07;Accelerometro_DX;2022-02-21T18:04:26.3Z;3,25;Accelerometro_SX
2022-02-21T18:05:31.6Z;1,96;Accelerometro_DX;2022-02-21T18:04:26.8Z;3,26;Accelerometro_SX
2022-02-21T18:05:32Z;2,7;Accelerometro_DX;2022-02-21T18:04:27.2Z;3,26;Accelerometro_SX
2022-02-21T18:05:35.1Z;3,08;Accelerometro_DX;2022-02-21T18:04:27.6Z;3,25;Accelerometro_SX
2022-02-21T18:05:35.5Z;1,82;Accelerometro_DX;2022-02-21T18:04:28.1Z;3,26;Accelerometro_SX
2022-02-21T18:05:36Z;2,67;Accelerometro_DX;2022-02-21T18:04:28.5Z;3,26;Accelerometro_SX
2022-02-21T18:05:36.4Z;3,71;Accelerometro_DX;2022-02-21T18:04:29Z;3,26;Accelerometro_SX
2022-02-21T18:05:36.8Z;3,03;Accelerometro_DX;2022-02-21T18:04:29.4Z;3,26;Accelerometro_SX
2022-02-21T18:05:37.3Z;3,12;Accelerometro_DX;2022-02-21T18:04:29.8Z;3,26;Accelerometro_SX
2022-02-21T18:05:37.7Z;1,79;Accelerometro_DX;2022-02-21T18:04:30.2Z;3,26;Accelerometro_SX
2022-02-21T18:05:39.2Z;1,46;Accelerometro_DX;2022-02-21T18:04:30.7Z;3,25;Accelerometro_SX
2022-02-21T18:05:39.7Z;2,59;Accelerometro_DX;2022-02-21T18:04:31.1Z;3,26;Accelerometro_SX
2022-02-21T18:05:40.1Z;1,86;Accelerometro_DX;2022-02-21T18:04:31.5Z;3,26;Accelerometro_SX
2022-02-21T18:05:40.5Z;2,29;Accelerometro_DX;2022-02-21T18:04:31.9Z;3,26;Accelerometro_SX
2022-02-21T18:05:45.9Z;3,09;Accelerometro_DX;2022-02-21T18:04:32.4Z;3,26;Accelerometro_SX
2022-02-21T18:05:49.1Z;3,09;Accelerometro_DX;2022-02-21T18:04:32.8Z;3,26;Accelerometro_SX
2022-02-21T18:05:49.2Z;2,57;Accelerometro_DX;2022-02-21T18:04:33.3Z;3,26;Accelerometro_SX
2022-02-21T18:05:49.6Z;2,3;Accelerometro_DX;2022-02-21T18:04:33.7Z;3,26;Accelerometro_SX
2022-02-21T18:05:52.8Z;1,89;Accelerometro_DX;2022-02-21T18:04:34.1Z;3,26;Accelerometro_SX
2022-02-21T18:05:54.2Z;1,88;Accelerometro_DX;2022-02-21T18:04:34.6Z;3,26;Accelerometro_SX
2022-02-21T18:06:00Z;1,93;Accelerometro_DX;2022-02-21T18:04:35Z;3,26;Accelerometro_SX
2022-02-21T18:06:00.1Z;2,98;Accelerometro_DX;2022-02-21T18:04:35.5Z;3,26;Accelerometro_SX
2022-02-21T18:06:00.7Z;2,16;Accelerometro_DX;2022-02-21T18:04:35.9Z;3,26;Accelerometro_SX
2022-02-21T18:06:01.1Z;2,24;Accelerometro_DX;2022-02-21T18:04:36.3Z;3,26;Accelerometro_SX
2022-02-21T18:06:01.6Z;2,3;Accelerometro_DX;2022-02-21T18:04:36.8Z;3,26;Accelerometro_SX
2022-02-21T18:06:02Z;2,27;Accelerometro_DX;2022-02-21T18:04:37.2Z;3,26;Accelerometro_SX
2022-02-21T18:06:02.4Z;2,26;Accelerometro_DX;2022-02-21T18:04:37.7Z;3,26;Accelerometro_SX
2022-02-21T18:06:02.8Z;2,26;Accelerometro_DX;2022-02-21T18:04:38.1Z;3,26;Accelerometro_SX
2022-02-21T18:06:03.3Z;2,25;Accelerometro_DX;2022-02-21T18:04:41.2Z;3,26;Accelerometro_SX
2022-02-21T18:06:03.7Z;2,24;Accelerometro_DX;2022-02-21T18:04:44.2Z;3,26;Accelerometro_SX
2022-02-21T18:06:04.1Z;2,23;Accelerometro_DX;2022-02-21T18:04:44.6Z;3,27;Accelerometro_SX
2022-02-21T18:06:04.6Z;2,24;Accelerometro_DX;2022-02-21T18:04:45Z;3,27;Accelerometro_SX
2022-02-21T18:06:05.3Z;2,23;Accelerometro_DX;2022-02-21T18:04:45.5Z;3,27;Accelerometro_SX
2022-02-21T18:06:06Z;2,22;Accelerometro_DX;2022-02-21T18:04:45.9Z;3,27;Accelerometro_SX
2022-02-21T18:06:06.4Z;2,22;Accelerometro_DX;2022-02-21T18:04:46.3Z;3,27;Accelerometro_SX
2022-02-21T18:06:06.9Z;2,21;Accelerometro_DX;2022-02-21T18:04:49.1Z;3,27;Accelerometro_SX
2022-02-21T18:06:11.1Z;2,21;Accelerometro_DX;2022-02-21T18:04:52.4Z;3,27;Accelerometro_SX
2022-02-21T18:06:11.5Z;2,18;Accelerometro_DX;2022-02-21T18:04:52.8Z;3,27;Accelerometro_SX
2022-02-21T18:06:14.6Z;2,18;Accelerometro_DX;2022-02-21T18:04:53.3Z;3,27;Accelerometro_SX
2022-02-21T18:06:26.2Z;2,17;Accelerometro_DX;2022-02-21T18:04:53.7Z;3,28;Accelerometro_SX
2022-02-21T18:06:29.1Z;2,15;Accelerometro_DX;2022-02-21T18:04:54.1Z;3,27;Accelerometro_SX
2022-02-21T18:06:32.6Z;2,14;Accelerometro_DX;2022-02-21T18:04:54.6Z;3,28;Accelerometro_SX
2022-02-21T18:06:33Z;2,16;Accelerometro_DX;2022-02-21T18:04:55Z;3,28;Accelerometro_SX
2022-02-21T18:06:33.5Z;2,15;Accelerometro_DX;2022-02-21T18:04:55.4Z;3,27;Accelerometro_SX
2022-02-21T18:06:33.9Z;2,14;Accelerometro_DX;2022-02-21T18:04:55.8Z;3,28;Accelerometro_SX
2022-02-21T18:06:38.1Z;2,14;Accelerometro_DX;2022-02-21T18:04:56.2Z;3,28;Accelerometro_SX
2022-02-21T18:06:38.5Z;2,14;Accelerometro_DX;2022-02-21T18:04:56.7Z;3,28;Accelerometro_SX
2022-02-21T18:06:39Z;2,13;Accelerometro_DX;2022-02-21T18:04:57.1Z;3,28;Accelerometro_SX
2022-02-21T18:06:39.4Z;2,13;Accelerometro_DX;2022-02-21T18:04:57.5Z;3,28;Accelerometro_SX
2022-02-21T18:06:39.8Z;2,13;Accelerometro_DX;2022-02-21T18:04:57.9Z;3,28;Accelerometro_SX
2022-02-21T18:06:40.2Z;2,13;Accelerometro_DX;2022-02-21T18:05:01.2Z;3,28;Accelerometro_SX
2022-02-21T18:06:40.7Z;2,13;Accelerometro_DX;2022-02-21T18:05:01.6Z;3,28;Accelerometro_SX
2022-02-21T18:06:41.1Z;2,13;Accelerometro_DX;2022-02-21T18:05:02Z;3,28;Accelerometro_SX
2022-02-21T18:06:41.6Z;2,14;Accelerometro_DX;2022-02-21T18:05:05.2Z;3,28;Accelerometro_SX
2022-02-21T18:06:44.6Z;2,12;Accelerometro_DX;2022-02-21T18:05:05.6Z;3,12;Accelerometro_SX
2022-02-21T18:06:45Z;2,13;Accelerometro_DX;2022-02-21T18:05:06Z;3,04;Accelerometro_SX
2022-02-21T18:06:45.7Z;2,13;Accelerometro_DX;2022-02-21T18:05:06.5Z;3,12;Accelerometro_SX
2022-02-21T18:06:47Z;2,13;Accelerometro_DX;2022-02-21T18:05:09.7Z;2,93;Accelerometro_SX
2022-02-21T18:06:47.4Z;2,12;Accelerometro_DX;2022-02-21T18:05:10.1Z;5,12;Accelerometro_SX
2022-02-21T18:06:47.9Z;2,12;Accelerometro_DX;2022-02-21T18:05:10.6Z;5,25;Accelerometro_SX
2022-02-21T18:06:51.1Z;2,12;Accelerometro_DX;2022-02-21T18:05:11Z;5,24;Accelerometro_SX
2022-02-21T18:06:51.5Z;2,12;Accelerometro_DX;2022-02-21T18:05:11.4Z;5,21;Accelerometro_SX
2022-02-21T18:06:54.6Z;2,11;Accelerometro_DX;2022-02-21T18:05:11.9Z;4,49;Accelerometro_SX
2022-02-21T18:06:55Z;2,11;Accelerometro_DX;2022-02-21T18:05:12.3Z;0,3;Accelerometro_SX
2022-02-21T18:06:55.5Z;2,11;Accelerometro_DX;2022-02-21T18:05:15.7Z;1,71;Accelerometro_SX
2022-02-21T18:06:55.9Z;2,11;Accelerometro_DX;2022-02-21T18:05:16.1Z;4,35;Accelerometro_SX
2022-02-21T18:06:56.3Z;2,11;Accelerometro_DX;2022-02-21T18:05:16.6Z;4,9;Accelerometro_SX
2022-02-21T18:06:56.7Z;2,1;Accelerometro_DX;2022-02-21T18:05:19.7Z;3,93;Accelerometro_SX
2022-02-21T18:06:57.2Z;2,11;Accelerometro_DX;2022-02-21T18:05:20.1Z;1,75;Accelerometro_SX
2022-02-21T18:06:57.6Z;2,11;Accelerometro_DX;2022-02-21T18:05:20.6Z;3,07;Accelerometro_SX
2022-02-21T18:06:58Z;2,11;Accelerometro_DX;2022-02-21T18:05:21.4Z;2,81;Accelerometro_SX
2022-02-21T18:06:58.5Z;2,11;Accelerometro_DX;2022-02-21T18:05:22.1Z;3,33;Accelerometro_SX
2022-02-21T18:06:58.9Z;2,11;Accelerometro_DX;2022-02-21T18:05:22.6Z;4,07;Accelerometro_SX
2022-02-21T18:06:59.3Z;2,11;Accelerometro_DX;2022-02-21T18:05:23Z;2,11;Accelerometro_SX
2022-02-21T18:06:59.7Z;2,11;Accelerometro_DX;2022-02-21T18:05:23.4Z;2,79;Accelerometro_SX
2022-02-21T18:07:00.1Z;2,11;Accelerometro_DX;2022-02-21T18:05:23.9Z;3,65;Accelerometro_SX
2022-02-21T18:07:00.6Z;2,1;Accelerometro_DX;2022-02-21T18:05:24.5Z;3,23;Accelerometro_SX
2022-02-21T18:07:01Z;2,1;Accelerometro_DX;2022-02-21T18:05:27.7Z;2,6;Accelerometro_SX
2022-02-21T18:07:01.4Z;2,1;Accelerometro_DX;2022-02-21T18:05:31.1Z;3,79;Accelerometro_SX
2022-02-21T18:07:01.8Z;2,1;Accelerometro_DX;2022-02-21T18:05:31.6Z;3,89;Accelerometro_SX
2022-02-21T18:07:02.2Z;2,1;Accelerometro_DX;2022-02-21T18:05:32.5Z;2,69;Accelerometro_SX
2022-02-21T18:07:02.6Z;2,1;Accelerometro_DX;2022-02-21T18:05:32.9Z;2,9;Accelerometro_SX
2022-02-21T18:07:03.1Z;2,1;Accelerometro_DX;2022-02-21T18:05:33.3Z;2,54;Accelerometro_SX
2022-02-21T18:07:03.5Z;2,1;Accelerometro_DX;2022-02-21T18:05:33.8Z;2,87;Accelerometro_SX
2022-02-21T18:07:04Z;2,1;Accelerometro_DX;2022-02-21T18:05:34.2Z;2,86;Accelerometro_SX
2022-02-21T18:07:04.4Z;2,1;Accelerometro_DX;2022-02-21T18:05:34.6Z;2,29;Accelerometro_SX
2022-02-21T18:07:04.8Z;2,1;Accelerometro_DX;2022-02-21T18:05:35.4Z;4,05;Accelerometro_SX
2022-02-21T18:07:08.4Z;2,1;Accelerometro_DX;2022-02-21T18:05:35.8Z;3,12;Accelerometro_SX
2022-02-21T18:07:08.8Z;2,09;Accelerometro_DX;2022-02-21T18:05:36.2Z;2;Accelerometro_SX
2022-02-21T18:07:09.3Z;2,09;Accelerometro_DX;2022-02-21T18:05:36.7Z;1,9;Accelerometro_SX
2022-02-21T18:07:10.2Z;2,09;Accelerometro_DX;2022-02-21T18:05:37.1Z;2,86;Accelerometro_SX
2022-02-21T18:07:13.6Z;2,09;Accelerometro_DX;2022-02-21T18:05:37.5Z;2,38;Accelerometro_SX
2022-02-21T18:07:16.6Z;2,09;Accelerometro_DX;2022-02-21T18:05:38.2Z;3,32;Accelerometro_SX
2022-02-21T18:07:17Z;2,08;Accelerometro_DX;2022-02-21T18:05:38.7Z;3,2;Accelerometro_SX
2022-02-21T18:07:17.5Z;2,09;Accelerometro_DX;2022-02-21T18:05:39.2Z;1,93;Accelerometro_SX
2022-02-21T18:07:20.6Z;2,08;Accelerometro_DX;2022-02-21T18:05:39.7Z;1,69;Accelerometro_SX
2022-02-21T18:07:26.4Z;2,08;Accelerometro_DX;2022-02-21T18:05:40.1Z;3,13;Accelerometro_SX
2022-02-21T18:07:26.6Z;2,08;Accelerometro_DX;2022-02-21T18:05:40.6Z;2,7;Accelerometro_SX
2022-02-21T18:07:27Z;2,07;Accelerometro_DX;2022-02-21T18:05:41Z;2,25;Accelerometro_SX
2022-02-21T18:07:27.5Z;2,07;Accelerometro_DX;2022-02-21T18:05:41.6Z;4,66;Accelerometro_SX
2022-02-21T18:07:27.9Z;1,08;Accelerometro_DX;2022-02-21T18:05:42Z;2,64;Accelerometro_SX
2022-02-21T18:07:28.4Z;1,02;Accelerometro_DX;2022-02-21T18:05:42.4Z;2,07;Accelerometro_SX
2022-02-21T18:07:28.8Z;1,86;Accelerometro_DX;2022-02-21T18:05:42.9Z;2,29;Accelerometro_SX
2022-02-21T18:07:29.2Z;2,23;Accelerometro_DX;2022-02-21T18:05:43.3Z;2,99;Accelerometro_SX
2022-02-21T18:07:29.6Z;1,95;Accelerometro_DX;2022-02-21T18:05:43.7Z;3,97;Accelerometro_SX
2022-02-21T18:07:30.1Z;1,58;Accelerometro_DX;2022-02-21T18:05:44.1Z;2,1;Accelerometro_SX
2022-02-21T18:07:30.5Z;2,16;Accelerometro_DX;2022-02-21T18:05:44.6Z;3,54;Accelerometro_SX
2022-02-21T18:07:30.9Z;2,25;Accelerometro_DX;2022-02-21T18:05:45Z;4,2;Accelerometro_SX
2022-02-21T18:07:31.4Z;2,25;Accelerometro_DX;2022-02-21T18:05:45.4Z;2,31;Accelerometro_SX
2022-02-21T18:07:31.8Z;2,25;Accelerometro_DX;2022-02-21T18:05:45.9Z;2,08;Accelerometro_SX
2022-02-21T18:07:32.2Z;2,25;Accelerometro_DX;2022-02-21T18:05:46.3Z;3;Accelerometro_SX
2022-02-21T18:07:32.6Z;2,25;Accelerometro_DX;2022-02-21T18:05:46.8Z;3,64;Accelerometro_SX
2022-02-21T18:07:33.1Z;2,25;Accelerometro_DX;2022-02-21T18:05:47.2Z;2;Accelerometro_SX
2022-02-21T18:07:36.1Z;2,25;Accelerometro_DX;2022-02-21T18:05:47.6Z;3,34;Accelerometro_SX
2022-02-21T18:07:36.5Z;2,21;Accelerometro_DX;2022-02-21T18:05:48.1Z;3,61;Accelerometro_SX
2022-02-21T18:07:37Z;2,22;Accelerometro_DX;2022-02-21T18:05:51.2Z;2,55;Accelerometro_SX
2022-02-21T18:07:37.4Z;2,21;Accelerometro_DX;2022-02-21T18:05:54.2Z;3,52;Accelerometro_SX
2022-02-21T18:07:37.9Z;2,2;Accelerometro_DX;2022-02-21T18:05:57.2Z;3,66;Accelerometro_SX
2022-02-21T18:07:38.3Z;2,19;Accelerometro_DX;2022-02-21T18:06:03Z;2,43;Accelerometro_SX
2022-02-21T18:07:47Z;2,19;Accelerometro_DX;2022-02-21T18:06:04.5Z;3,38;Accelerometro_SX
2022-02-21T18:07:47.2Z;2,2;Accelerometro_DX;2022-02-21T18:06:04.9Z;3,41;Accelerometro_SX
2022-02-21T18:07:47.6Z;2,2;Accelerometro_DX;2022-02-21T18:06:05.5Z;3,41;Accelerometro_SX
2022-02-21T18:07:48Z;2,2;Accelerometro_DX;2022-02-21T18:06:05.9Z;3,41;Accelerometro_SX
2022-02-21T18:07:48.4Z;2,2;Accelerometro_DX;2022-02-21T18:06:06.2Z;2,43;Accelerometro_SX
2022-02-21T18:07:48.9Z;2,2;Accelerometro_DX;2022-02-21T18:06:07.6Z;3,42;Accelerometro_SX
2022-02-21T18:07:49.3Z;2,2;Accelerometro_DX;2022-02-21T18:06:11.2Z;3,45;Accelerometro_SX
2022-02-21T18:07:49.7Z;2,2;Accelerometro_DX;2022-02-21T18:06:11.7Z;3,45;Accelerometro_SX
2022-02-21T18:07:50.1Z;2,2;Accelerometro_DX;2022-02-21T18:06:13.7Z;3,45;Accelerometro_SX
2022-02-21T18:07:50.6Z;2,2;Accelerometro_DX;2022-02-21T18:06:14.1Z;3,47;Accelerometro_SX
2022-02-21T18:07:51Z;2,2;Accelerometro_DX;2022-02-21T18:06:14.6Z;3,46;Accelerometro_SX
2022-02-21T18:07:51.5Z;2,2;Accelerometro_DX;2022-02-21T18:06:29.2Z;3,47;Accelerometro_SX
2022-02-21T18:07:51.9Z;2,2;Accelerometro_DX;2022-02-21T18:06:29.3Z;3,49;Accelerometro_SX
2022-02-21T18:07:52.3Z;2,2;Accelerometro_DX;2022-02-21T18:06:29.8Z;3,51;Accelerometro_SX
2022-02-21T18:07:52.7Z;2,2;Accelerometro_DX;2022-02-21T18:06:30.2Z;3,52;Accelerometro_SX
2022-02-21T18:07:53.1Z;2,2;Accelerometro_DX;2022-02-21T18:06:33.2Z;3,51;Accelerometro_SX
2022-02-21T18:08:05.1Z;2,2;Accelerometro_DX;2022-02-21T18:06:36.7Z;3,52;Accelerometro_SX
2022-02-21T18:08:08.1Z;2,19;Accelerometro_DX;2022-02-21T18:06:37.1Z;3,54;Accelerometro_SX
2022-02-21T18:08:08.7Z;2,19;Accelerometro_DX;2022-02-21T18:06:40.3Z;3,54;Accelerometro_SX
2022-02-21T18:08:09.1Z;2,19;Accelerometro_DX;2022-02-21T18:06:41.8Z;3,54;Accelerometro_SX
2022-02-21T18:08:09.5Z;2,19;Accelerometro_DX;2022-02-21T18:06:45.5Z;3,55;Accelerometro_SX
2022-02-21T18:08:09.9Z;2,18;Accelerometro_DX;2022-02-21T18:06:52.6Z;3,55;Accelerometro_SX
2022-02-21T18:08:10.4Z;2,18;Accelerometro_DX;2022-02-21T18:06:53.1Z;3,56;Accelerometro_SX
2022-02-21T18:08:10.8Z;2,18;Accelerometro_DX;2022-02-21T18:06:56.2Z;3,56;Accelerometro_SX
2022-02-21T18:08:11.2Z;2,19;Accelerometro_DX;2022-02-21T18:06:56.6Z;3,57;Accelerometro_SX
2022-02-21T18:08:11.7Z;2,18;Accelerometro_DX;2022-02-21T18:06:57.8Z;3,57;Accelerometro_SX
2022-02-21T18:08:12.1Z;2,18;Accelerometro_DX;2022-02-21T18:06:58.6Z;3,57;Accelerometro_SX
2022-02-21T18:08:12.6Z;2,18;Accelerometro_DX;2022-02-21T18:06:59.1Z;3,57;Accelerometro_SX
2022-02-21T18:08:13Z;2,18;Accelerometro_DX;2022-02-21T18:06:59.5Z;3,57;Accelerometro_SX
2022-02-21T18:08:13.4Z;2,19;Accelerometro_DX;2022-02-21T18:06:59.9Z;3,57;Accelerometro_SX
2022-02-21T18:08:13.9Z;2,18;Accelerometro_DX;2022-02-21T18:07:00.3Z;3,57;Accelerometro_SX
2022-02-21T18:08:14.3Z;2,18;Accelerometro_DX;2022-02-21T18:07:00.8Z;3,57;Accelerometro_SX
2022-02-21T18:08:14.7Z;2,18;Accelerometro_DX;2022-02-21T18:07:01.2Z;3,57;Accelerometro_SX
2022-02-21T18:08:15.1Z;2,18;Accelerometro_DX;2022-02-21T18:07:01.6Z;3,57;Accelerometro_SX
2022-02-21T18:08:15.6Z;2,19;Accelerometro_DX;2022-02-21T18:07:04.7Z;3,57;Accelerometro_SX
2022-02-21T18:08:16.3Z;2,18;Accelerometro_DX;2022-02-21T18:07:05.6Z;3,58;Accelerometro_SX
2022-02-21T18:08:19.6Z;2,17;Accelerometro_DX;2022-02-21T18:07:06Z;3,58;Accelerometro_SX
2022-02-21T18:08:20.1Z;2,17;Accelerometro_DX;2022-02-21T18:07:06.4Z;3,58;Accelerometro_SX
2022-02-21T18:08:20.5Z;2,18;Accelerometro_DX;2022-02-21T18:07:12.5Z;3,58;Accelerometro_SX
2022-02-21T18:08:20.9Z;2,18;Accelerometro_DX;2022-02-21T18:07:15.2Z;3,59;Accelerometro_SX
2022-02-21T18:08:24.2Z;2,18;Accelerometro_DX;2022-02-21T18:07:15.7Z;3,58;Accelerometro_SX
2022-02-21T18:08:24.6Z;0,43;Accelerometro_DX;2022-02-21T18:07:18.7Z;3,59;Accelerometro_SX
2022-02-21T18:08:25.4Z;0,24;Accelerometro_DX;2022-02-21T18:07:21.7Z;3,59;Accelerometro_SX
2022-02-21T18:08:25.8Z;3,7;Accelerometro_DX;2022-02-21T18:07:22.1Z;3,6;Accelerometro_SX
2022-02-21T18:08:26.8Z;1,87;Accelerometro_DX;2022-02-21T18:07:22.6Z;3,6;Accelerometro_SX
2022-02-21T18:08:27.4Z;2;Accelerometro_DX;2022-02-21T18:07:23Z;3,6;Accelerometro_SX
2022-02-21T18:08:27.8Z;1,92;Accelerometro_DX;2022-02-21T18:07:23.4Z;3,6;Accelerometro_SX
2022-02-21T18:08:28.2Z;1,95;Accelerometro_DX;2022-02-21T18:07:23.8Z;3,6;Accelerometro_SX
2022-02-21T18:08:28.7Z;1,91;Accelerometro_DX;2022-02-21T18:07:24.3Z;3,6;Accelerometro_SX
2022-02-21T18:08:29.1Z;1,83;Accelerometro_DX;2022-02-21T18:07:24.7Z;3,6;Accelerometro_SX
2022-02-21T18:08:29.9Z;2,94;Accelerometro_DX;2022-02-21T18:07:25.1Z;3,6;Accelerometro_SX
2022-02-21T18:08:30.3Z;0,82;Accelerometro_DX;2022-02-21T18:07:28.2Z;3,6;Accelerometro_SX
2022-02-21T18:08:35.2Z;2,67;Accelerometro_DX;2022-02-21T18:07:28.6Z;3,61;Accelerometro_SX
2022-02-21T18:08:35.6Z;2,46;Accelerometro_DX;2022-02-21T18:07:29Z;3,6;Accelerometro_SX
2022-02-21T18:08:36.1Z;2,95;Accelerometro_DX;2022-02-21T18:07:29.5Z;3,1;Accelerometro_SX
2022-02-21T18:08:39.2Z;4,99;Accelerometro_DX;2022-02-21T18:07:29.9Z;1,35;Accelerometro_SX
2022-02-21T18:08:39.9Z;5,19;Accelerometro_DX;2022-02-21T18:07:30.3Z;2,05;Accelerometro_SX
2022-02-21T18:08:40.3Z;5,34;Accelerometro_DX;2022-02-21T18:07:36.1Z;2,89;Accelerometro_SX
2022-02-21T18:08:40.8Z;4,62;Accelerometro_DX;2022-02-21T18:07:36.2Z;2,89;Accelerometro_SX
2022-02-21T18:08:41.2Z;3,02;Accelerometro_DX;2022-02-21T18:07:36.3Z;2,62;Accelerometro_SX
2022-02-21T18:08:41.6Z;4,63;Accelerometro_DX;2022-02-21T18:07:36.7Z;1,54;Accelerometro_SX
2022-02-21T18:08:44.6Z;5,35;Accelerometro_DX;2022-02-21T18:07:37.1Z;1,39;Accelerometro_SX
2022-02-21T18:08:45.1Z;2,17;Accelerometro_DX;2022-02-21T18:07:37.6Z;1,3;Accelerometro_SX
2022-02-21T18:08:45.5Z;3,65;Accelerometro_DX;2022-02-21T18:07:38Z;1,07;Accelerometro_SX
2022-02-21T18:08:45.9Z;4,73;Accelerometro_DX;2022-02-21T18:07:38.4Z;1,12;Accelerometro_SX
2022-02-21T18:08:46.3Z;2,19;Accelerometro_DX;2022-02-21T18:07:42.1Z;1,17;Accelerometro_SX
2022-02-21T18:08:46.8Z;4,32;Accelerometro_DX;2022-02-21T18:07:42.5Z;0,54;Accelerometro_SX
2022-02-21T18:08:47.2Z;5,12;Accelerometro_DX;2022-02-21T18:07:43Z;0,66;Accelerometro_SX
2022-02-21T18:08:47.6Z;2,56;Accelerometro_DX;2022-02-21T18:07:43.4Z;0,8;Accelerometro_SX
2022-02-21T18:08:48Z;3,98;Accelerometro_DX;2022-02-21T18:07:43.8Z;0,84;Accelerometro_SX
2022-02-21T18:08:48.5Z;3,22;Accelerometro_DX;2022-02-21T18:07:44.2Z;0,47;Accelerometro_SX
2022-02-21T18:08:48.9Z;4,79;Accelerometro_DX;2022-02-21T18:07:44.7Z;0,78;Accelerometro_SX
2022-02-21T18:08:49.3Z;4,33;Accelerometro_DX;2022-02-21T18:07:45.1Z;2,28;Accelerometro_SX
2022-02-21T18:08:49.8Z;3,98;Accelerometro_DX;2022-02-21T18:07:48.3Z;3,4;Accelerometro_SX
2022-02-21T18:08:50.2Z;1,91;Accelerometro_DX;2022-02-21T18:07:49Z;3,52;Accelerometro_SX
2022-02-21T18:08:50.6Z;3,2;Accelerometro_DX;2022-02-21T18:07:49.5Z;3,51;Accelerometro_SX
2022-02-21T18:08:51.1Z;5,91;Accelerometro_DX;2022-02-21T18:07:49.9Z;3,52;Accelerometro_SX
2022-02-21T18:08:51.5Z;1,47;Accelerometro_DX;2022-02-21T18:07:51.4Z;3,52;Accelerometro_SX
2022-02-21T18:08:54.6Z;0,99;Accelerometro_DX;2022-02-21T18:07:51.8Z;3,51;Accelerometro_SX
2022-02-21T18:08:55.1Z;6,89;Accelerometro_DX;2022-02-21T18:07:52.3Z;3,52;Accelerometro_SX
