_time;_value;_field;_time;_value;_field;;_time;_value;_field;_time;_value;_field
2022-05-09T16:54:14.1Z;11.07;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;12.47;Accelerazione_Max_SX;;2022-05-09T16:54:13.7Z;10.89;Accelerazione_Media_DX;2022-05-09T16:54:15.5Z;10.53;Accelerazione_Media_SX
2022-05-09T16:54:14.9Z;10.93;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;11.96;Accelerazione_Max_SX;;2022-05-09T16:54:14.6Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:16.4Z;10.26;Accelerazione_Media_SX
2022-05-09T16:54:15.8Z;11.03;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.32;Accelerazione_Max_SX;;2022-05-09T16:54:15.6Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:17.3Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:16.9Z;10.94;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.26;Accelerazione_Max_SX;;2022-05-09T16:54:16.6Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:18.3Z;10.2;Accelerazione_Media_SX
2022-05-09T16:54:17.5Z;10.95;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.3;Accelerazione_Max_SX;;2022-05-09T16:54:17.3Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:19.4Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:18.5Z;10.98;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.31;Accelerazione_Max_SX;;2022-05-09T16:54:17.9Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:20.7Z;10.23;Accelerazione_Media_SX
2022-05-09T16:54:19.4Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.26;Accelerazione_Max_SX;;2022-05-09T16:54:19.1Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:21.6Z;10.23;Accelerazione_Media_SX
2022-05-09T16:54:20.5Z;10.96;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.26;Accelerazione_Max_SX;;2022-05-09T16:54:19.9Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:22.3Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:21.4Z;10.93;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.3;Accelerazione_Max_SX;;2022-05-09T16:54:21.2Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:23.4Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:22.4Z;10.94;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.26;Accelerazione_Max_SX;;2022-05-09T16:54:22.1Z;10.89;Accelerazione_Media_DX;2022-05-09T16:54:24.5Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:23.4Z;10.97;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.26;Accelerazione_Max_SX;;2022-05-09T16:54:22.8Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:25.4Z;10.05;Accelerazione_Media_SX
2022-05-09T16:54:24.5Z;11.77;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.76;Accelerazione_Max_SX;;2022-05-09T16:54:24.2Z;11.01;Accelerazione_Media_DX;2022-05-09T16:54:26.2Z;10.23;Accelerazione_Media_SX
2022-05-09T16:54:25.5Z;16.25;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.26;Accelerazione_Max_SX;;2022-05-09T16:54:25.1Z;12.57;Accelerazione_Media_DX;2022-05-09T16:54:27.2Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:26.1Z;11.98;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.29;Accelerazione_Max_SX;;2022-05-09T16:54:25.8Z;9.43;Accelerazione_Media_DX;2022-05-09T16:54:28.4Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:27.4Z;11.58;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.67;Accelerazione_Max_SX;;2022-05-09T16:54:26.9Z;9.16;Accelerazione_Media_DX;2022-05-09T16:54:29.3Z;10.23;Accelerazione_Media_SX
2022-05-09T16:54:28.3Z;9.13;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.26;Accelerazione_Max_SX;;2022-05-09T16:54:28.1Z;9.07;Accelerazione_Media_DX;2022-05-09T16:54:30.1Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:29.5Z;9.11;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.26;Accelerazione_Max_SX;;2022-05-09T16:54:29Z;9.07;Accelerazione_Media_DX;2022-05-09T16:54:31.4Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:30.7Z;9.11;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.31;Accelerazione_Max_SX;;2022-05-09T16:54:30.2Z;9.07;Accelerazione_Media_DX;2022-05-09T16:54:32.6Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:32Z;9.18;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.3;Accelerazione_Max_SX;;2022-05-09T16:54:31.6Z;9.07;Accelerazione_Media_DX;2022-05-09T16:54:34Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:33.5Z;9.13;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.49;Accelerazione_Max_SX;;2022-05-09T16:54:32.9Z;9.06;Accelerazione_Media_DX;2022-05-09T16:54:34.7Z;10.06;Accelerazione_Media_SX
2022-05-09T16:54:34.6Z;9.11;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.69;Accelerazione_Max_SX;;2022-05-09T16:54:34.2Z;9.06;Accelerazione_Media_DX;2022-05-09T16:54:35.6Z;10.24;Accelerazione_Media_SX
2022-05-09T16:54:35.8Z;10.04;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.73;Accelerazione_Max_SX;;2022-05-09T16:54:35.3Z;8.81;Accelerazione_Media_DX;2022-05-09T16:54:36.3Z;10.26;Accelerazione_Media_SX
2022-05-09T16:54:37.1Z;11.83;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.36;Accelerazione_Max_SX;;2022-05-09T16:54:36.5Z;8.63;Accelerazione_Media_DX;2022-05-09T16:54:37.1Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:38.3Z;15.16;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.3;Accelerazione_Max_SX;;2022-05-09T16:54:37.9Z;11.23;Accelerazione_Media_DX;2022-05-09T16:54:38.1Z;10.04;Accelerazione_Media_SX
2022-05-09T16:54:38.8Z;14.31;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.61;Accelerazione_Max_SX;;2022-05-09T16:54:38.6Z;11.09;Accelerazione_Media_DX;2022-05-09T16:54:38.8Z;10.05;Accelerazione_Media_SX
2022-05-09T16:54:39.8Z;13.06;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.62;Accelerazione_Max_SX;;2022-05-09T16:54:39.5Z;10.99;Accelerazione_Media_DX;2022-05-09T16:54:39.7Z;10.23;Accelerazione_Media_SX
2022-05-09T16:54:40.5Z;11.36;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.27;Accelerazione_Max_SX;;2022-05-09T16:54:40.3Z;10.89;Accelerazione_Media_DX;2022-05-09T16:54:40.6Z;10.21;Accelerazione_Media_SX
2022-05-09T16:54:41.7Z;11.07;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.28;Accelerazione_Max_SX;;2022-05-09T16:54:41.3Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:41.7Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:42.8Z;10.93;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.27;Accelerazione_Max_SX;;2022-05-09T16:54:42.5Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:42.7Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:43.8Z;10.89;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.28;Accelerazione_Max_SX;;2022-05-09T16:54:43.5Z;10.86;Accelerazione_Media_DX;2022-05-09T16:54:43.5Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:44.7Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.28;Accelerazione_Max_SX;;2022-05-09T16:54:44.2Z;10.86;Accelerazione_Media_DX;2022-05-09T16:54:43.9Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:45.3Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.71;Accelerazione_Max_SX;;2022-05-09T16:54:45Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:44.4Z;10.23;Accelerazione_Media_SX
2022-05-09T16:54:46.3Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.28;Accelerazione_Max_SX;;2022-05-09T16:54:46Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:45.3Z;10.21;Accelerazione_Media_SX
2022-05-09T16:54:47.4Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.33;Accelerazione_Max_SX;;2022-05-09T16:54:46.8Z;10.87;Accelerazione_Media_DX;2022-05-09T16:54:46Z;10.23;Accelerazione_Media_SX
2022-05-09T16:54:48.4Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.24;Accelerazione_Max_SX;;2022-05-09T16:54:48.1Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:47Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:49Z;11.01;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.25;Accelerazione_Max_SX;;2022-05-09T16:54:48.7Z;10.89;Accelerazione_Media_DX;2022-05-09T16:54:48.3Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:50.1Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.6;Accelerazione_Max_SX;;2022-05-09T16:54:49.8Z;10.87;Accelerazione_Media_DX;2022-05-09T16:54:49.1Z;10.23;Accelerazione_Media_SX
2022-05-09T16:54:51Z;10.97;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.24;Accelerazione_Max_SX;;2022-05-09T16:54:50.6Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:50.3Z;10.21;Accelerazione_Media_SX
2022-05-09T16:54:52.3Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.25;Accelerazione_Max_SX;;2022-05-09T16:54:51.7Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:51.2Z;10.21;Accelerazione_Media_SX
2022-05-09T16:54:53.5Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.68;Accelerazione_Max_SX;;2022-05-09T16:54:53.1Z;10.89;Accelerazione_Media_DX;2022-05-09T16:54:52.3Z;10.23;Accelerazione_Media_SX
2022-05-09T16:54:55.1Z;10.95;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.26;Accelerazione_Max_SX;;2022-05-09T16:54:54.5Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:53.3Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:56Z;10.93;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.68;Accelerazione_Max_SX;;2022-05-09T16:54:55.6Z;10.89;Accelerazione_Media_DX;2022-05-09T16:54:54.3Z;10.23;Accelerazione_Media_SX
2022-05-09T16:54:56.9Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.26;Accelerazione_Max_SX;;2022-05-09T16:54:56.4Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:55.6Z;10.22;Accelerazione_Media_SX
2022-05-09T16:54:57.5Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.71;Accelerazione_Max_SX;;2022-05-09T16:54:57.3Z;10.89;Accelerazione_Media_DX;2022-05-09T16:54:56.4Z;10.23;Accelerazione_Media_SX
2022-05-09T16:54:58.6Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.24;Accelerazione_Max_SX;;2022-05-09T16:54:58.2Z;10.89;Accelerazione_Media_DX;2022-05-09T16:54:57.1Z;10.21;Accelerazione_Media_SX
2022-05-09T16:54:59.3Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.24;Accelerazione_Max_SX;;2022-05-09T16:54:59Z;10.89;Accelerazione_Media_DX;2022-05-09T16:54:57.5Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:00.1Z;10.93;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.68;Accelerazione_Max_SX;;2022-05-09T16:54:59.9Z;10.88;Accelerazione_Media_DX;2022-05-09T16:54:58.4Z;10.23;Accelerazione_Media_SX
2022-05-09T16:55:01.2Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.71;Accelerazione_Max_SX;;2022-05-09T16:55:00.7Z;10.89;Accelerazione_Media_DX;2022-05-09T16:54:59.2Z;10.23;Accelerazione_Media_SX
2022-05-09T16:55:02.4Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.23;Accelerazione_Max_SX;;2022-05-09T16:55:02Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:00.2Z;10.22;Accelerazione_Media_SX
2022-05-09T16:55:03Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.26;Accelerazione_Max_SX;;2022-05-09T16:55:02.8Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:01.4Z;10.22;Accelerazione_Media_SX
2022-05-09T16:55:03.9Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.68;Accelerazione_Max_SX;;2022-05-09T16:55:03.6Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:02.3Z;10.23;Accelerazione_Media_SX
2022-05-09T16:55:04.8Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.7;Accelerazione_Max_SX;;2022-05-09T16:55:04.5Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:03.1Z;10.23;Accelerazione_Media_SX
2022-05-09T16:55:05.8Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.7;Accelerazione_Max_SX;;2022-05-09T16:55:05.4Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:03.5Z;10.23;Accelerazione_Media_SX
2022-05-09T16:55:06.7Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.24;Accelerazione_Max_SX;;2022-05-09T16:55:06.3Z;10.88;Accelerazione_Media_DX;2022-05-09T16:55:04.4Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:07.6Z;10.98;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.24;Accelerazione_Max_SX;;2022-05-09T16:55:07.1Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:05.3Z;10.04;Accelerazione_Media_SX
2022-05-09T16:55:08.2Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.24;Accelerazione_Max_SX;;2022-05-09T16:55:07.9Z;10.88;Accelerazione_Media_DX;2022-05-09T16:55:06.2Z;10.04;Accelerazione_Media_SX
2022-05-09T16:55:09.3Z;10.94;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.24;Accelerazione_Max_SX;;2022-05-09T16:55:08.8Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:06.9Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:10.4Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.25;Accelerazione_Max_SX;;2022-05-09T16:55:10.1Z;10.88;Accelerazione_Media_DX;2022-05-09T16:55:07.8Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:11.7Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.25;Accelerazione_Max_SX;;2022-05-09T16:55:11.1Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:08.8Z;10.04;Accelerazione_Media_SX
2022-05-09T16:55:12.5Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.71;Accelerazione_Max_SX;;2022-05-09T16:55:12.3Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:10Z;10.23;Accelerazione_Media_SX
2022-05-09T16:55:13.6Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.25;Accelerazione_Max_SX;;2022-05-09T16:55:13.1Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:11.1Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:14.6Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.23;Accelerazione_Max_SX;;2022-05-09T16:55:14.4Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:12.5Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:15.7Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.25;Accelerazione_Max_SX;;2022-05-09T16:55:15.3Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:13.4Z;10.22;Accelerazione_Media_SX
2022-05-09T16:55:17Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.24;Accelerazione_Max_SX;;2022-05-09T16:55:16.5Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:14.4Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:18Z;10.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.24;Accelerazione_Max_SX;;2022-05-09T16:55:17.6Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:15.4Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:18.6Z;10.96;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.25;Accelerazione_Max_SX;;2022-05-09T16:55:18.4Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:16.3Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:19.3Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.25;Accelerazione_Max_SX;;2022-05-09T16:55:19Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:17.3Z;10.22;Accelerazione_Media_SX
2022-05-09T16:55:20Z;10.97;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.69;Accelerazione_Max_SX;;2022-05-09T16:55:19.8Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:18Z;10.22;Accelerazione_Media_SX
2022-05-09T16:55:21Z;11;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.68;Accelerazione_Max_SX;;2022-05-09T16:55:20.7Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:18.8Z;10.24;Accelerazione_Media_SX
2022-05-09T16:55:21.9Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.26;Accelerazione_Max_SX;;2022-05-09T16:55:21.5Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:19.6Z;10.22;Accelerazione_Media_SX
2022-05-09T16:55:22.8Z;11.01;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.71;Accelerazione_Max_SX;;2022-05-09T16:55:22.4Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:20.1Z;10.23;Accelerazione_Media_SX
2022-05-09T16:55:24.2Z;10.94;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.25;Accelerazione_Max_SX;;2022-05-09T16:55:23.6Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:20.9Z;10.22;Accelerazione_Media_SX
2022-05-09T16:55:24.7Z;11.01;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.24;Accelerazione_Max_SX;;2022-05-09T16:55:24.4Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:21.9Z;10.22;Accelerazione_Media_SX
2022-05-09T16:55:25.8Z;11.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.3;Accelerazione_Max_SX;;2022-05-09T16:55:25.4Z;10.99;Accelerazione_Media_DX;2022-05-09T16:55:22.7Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:26.3Z;10.97;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.29;Accelerazione_Max_SX;;2022-05-09T16:55:26.1Z;10.88;Accelerazione_Media_DX;2022-05-09T16:55:23.5Z;10.22;Accelerazione_Media_SX
2022-05-09T16:55:26.9Z;10.94;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.28;Accelerazione_Max_SX;;2022-05-09T16:55:26.6Z;10.88;Accelerazione_Media_DX;2022-05-09T16:55:24.3Z;10.19;Accelerazione_Media_SX
2022-05-09T16:55:27.9Z;10.94;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.42;Accelerazione_Max_SX;;2022-05-09T16:55:27.6Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:25.3Z;10.2;Accelerazione_Media_SX
2022-05-09T16:55:28.6Z;10.94;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.34;Accelerazione_Max_SX;;2022-05-09T16:55:28.3Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:26Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:29.3Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.24;Accelerazione_Max_SX;;2022-05-09T16:55:29.1Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:27Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:30Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.28;Accelerazione_Max_SX;;2022-05-09T16:55:29.8Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:27.7Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:31.1Z;10.92;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.25;Accelerazione_Max_SX;;2022-05-09T16:55:30.5Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:28.6Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:32.3Z;10.93;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.25;Accelerazione_Max_SX;;2022-05-09T16:55:31.7Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:29.1Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:33.3Z;11.02;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.26;Accelerazione_Max_SX;;2022-05-09T16:55:32.9Z;10.89;Accelerazione_Media_DX;2022-05-09T16:55:30Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:34.4Z;12.33;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.25;Accelerazione_Max_SX;;2022-05-09T16:55:34Z;10.12;Accelerazione_Media_DX;2022-05-09T16:55:30.7Z;10.2;Accelerazione_Media_SX
2022-05-09T16:55:35.1Z;11.53;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.26;Accelerazione_Max_SX;;2022-05-09T16:55:34.9Z;10.94;Accelerazione_Media_DX;2022-05-09T16:55:31.6Z;10.21;Accelerazione_Media_SX
2022-05-09T16:55:36.2Z;13.58;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;11.89;Accelerazione_Max_SX;;2022-05-09T16:55:35.6Z;11.18;Accelerazione_Media_DX;2022-05-09T16:55:32.8Z;10.98;Accelerazione_Media_SX
2022-05-09T16:55:37.1Z;12.23;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;12.69;Accelerazione_Max_SX;;2022-05-09T16:55:36.8Z;9.62;Accelerazione_Media_DX;2022-05-09T16:55:34Z;9.94;Accelerazione_Media_SX
2022-05-09T16:55:37.9Z;15.97;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.53;Accelerazione_Max_SX;;2022-05-09T16:55:37.6Z;13.11;Accelerazione_Media_DX;2022-05-09T16:55:35.1Z;10.16;Accelerazione_Media_SX
2022-05-09T16:55:38.9Z;13.24;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.91;Accelerazione_Max_SX;;2022-05-09T16:55:38.6Z;9.71;Accelerazione_Media_DX;2022-05-09T16:55:35.8Z;10.1;Accelerazione_Media_SX
2022-05-09T16:55:40Z;12.02;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.4;Accelerazione_Max_SX;;2022-05-09T16:55:39.5Z;9.16;Accelerazione_Media_DX;2022-05-09T16:55:36.7Z;10.23;Accelerazione_Media_SX
2022-05-09T16:55:40.8Z;14.02;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;11.94;Accelerazione_Max_SX;;2022-05-09T16:55:40.6Z;11.69;Accelerazione_Media_DX;2022-05-09T16:55:37.6Z;10.49;Accelerazione_Media_SX
2022-05-09T16:55:41.6Z;14.22;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;11.91;Accelerazione_Max_SX;;2022-05-09T16:55:41.2Z;11.22;Accelerazione_Media_DX;2022-05-09T16:55:38.5Z;10.54;Accelerazione_Media_SX
2022-05-09T16:55:42.8Z;12.14;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;11.01;Accelerazione_Max_SX;;2022-05-09T16:55:42.6Z;10.61;Accelerazione_Media_DX;2022-05-09T16:55:39.3Z;10.14;Accelerazione_Media_SX
2022-05-09T16:55:43.4Z;12.61;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;13.56;Accelerazione_Max_SX;;2022-05-09T16:55:43.2Z;9.03;Accelerazione_Media_DX;2022-05-09T16:55:40.2Z;11.47;Accelerazione_Media_SX
2022-05-09T16:55:44.7Z;14.69;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.49;Accelerazione_Max_SX;;2022-05-09T16:55:44.3Z;11.94;Accelerazione_Media_DX;2022-05-09T16:55:40.9Z;8.9;Accelerazione_Media_SX
2022-05-09T16:55:45.7Z;11.83;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;11.06;Accelerazione_Max_SX;;2022-05-09T16:55:45.3Z;10.95;Accelerazione_Media_DX;2022-05-09T16:55:41.9Z;9.87;Accelerazione_Media_SX
2022-05-09T16:55:46.8Z;11.14;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;12.17;Accelerazione_Max_SX;;2022-05-09T16:55:46.3Z;10.76;Accelerazione_Media_DX;2022-05-09T16:55:43.1Z;11.26;Accelerazione_Media_SX
2022-05-09T16:55:47.6Z;16.01;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.68;Accelerazione_Max_SX;;2022-05-09T16:55:47.4Z;12.8;Accelerazione_Media_DX;2022-05-09T16:55:44.1Z;9.38;Accelerazione_Media_SX
2022-05-09T16:55:48.8Z;10.86;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;13.17;Accelerazione_Max_SX;;2022-05-09T16:55:48.3Z;10.54;Accelerazione_Media_DX;2022-05-09T16:55:45.3Z;10.51;Accelerazione_Media_SX
2022-05-09T16:55:49.7Z;12.07;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;10.51;Accelerazione_Max_SX;;2022-05-09T16:55:49.2Z;11.15;Accelerazione_Media_DX;2022-05-09T16:55:46.4Z;8.43;Accelerazione_Media_SX
2022-05-09T16:55:50.8Z;16.91;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;14.52;Accelerazione_Max_SX;;2022-05-09T16:55:50.4Z;13.39;Accelerazione_Media_DX;2022-05-09T16:55:47.4Z;12.07;Accelerazione_Media_SX
2022-05-09T16:55:51.4Z;13.52;Accelerazione_Max_DX;2022-05-09T16:51:00.8Z;15.33;Accelerazione_Max_SX;;2022-05-09T16:55:51.2Z;9.85;Accelerazione_Media_DX;2022-05-09T16:55:48.1Z;9.47;Accelerazione_Media_SX
